course_id,user_id,role,role_id,section_id,status,associated_user_id,limit_section_privileges
MEID.616.202615.600,,Alternate Teacher,57,10004.20262,active,,FALSE
MEID.616.202615.600,,Alternate Teacher,57,10004.20262,active,,FALSE
MEID.616.202615.600,,Alternate Teacher,57,10004.20262,active,,FALSE
MEID.616.202615.600,,Alternate Teacher,57,10004.20262,active,,FALSE
MEID.609.202615.600,,Alternate Teacher,57,10002.20262,active,,FALSE
MEID.609.202615.600,,Alternate Teacher,57,10002.20262,active,,FALSE
MEID.609.202615.600,,Alternate Teacher,57,10002.20262,active,,FALSE
MEID.609.202615.600,,Alternate Teacher,57,10002.20262,active,,FALSE
MEID.609.202615.600,,teacher,4,10002.20262,active,,FALSE
MEID.609.202615.600,,Alternate Teacher,57,10002.20262,active,,FALSE
MEID.616.202615.600,,Alternate Teacher,57,10004.20262,active,,FALSE
MEID.616.202615.600,,Alternate Teacher,57,10004.20262,active,,FALSE
MEID.616.202615.600,,Alternate Teacher,57,10004.20262,active,,FALSE
MEID.616.202615.600,,Alternate Teacher,57,10004.20262,active,,FALSE
MEID.616.202615.600,,Alternate Teacher,57,10004.20262,active,,FALSE
MEID.616.202615.600,,Alternate Teacher,57,10004.20262,active,,FALSE
MEID.609.202615.600,,Alternate Teacher,57,10002.20262,active,,FALSE
MEID.609.202615.600,,Alternate Teacher,57,10002.20262,active,,FALSE
MEID.609.202615.600,,Alternate Teacher,57,10002.20262,active,,FALSE
MEID.609.202615.600,,Alternate Teacher,57,10002.20262,active,,FALSE
MEID.609.202615.600,,Alternate Teacher,57,10002.20262,active,,FALSE
MEID.609.202615.600,,Alternate Teacher,57,10002.20262,active,,FALSE
MEID.616.202615.600,,Alternate Teacher,57,10004.20262,active,,FALSE
MEID.616.202615.600,,Alternate Teacher,57,10004.20262,active,,FALSE
MEID.616.202615.600,,Alternate Teacher,57,10004.20262,active,,FALSE
MEID.616.202615.600,,Alternate Teacher,57,10004.20262,active,,FALSE
MEID.616.202615.600,,Alternate Teacher,57,10004.20262,active,,FALSE
MEID.616.202615.600,,Alternate Teacher,57,10004.20262,active,,FALSE
MEID.609.202615.600,,Alternate Teacher,57,10002.20262,active,,FALSE
MEID.609.202615.600,,Alternate Teacher,57,10002.20262,active,,FALSE
MEID.609.202615.600,,Alternate Teacher,57,10002.20262,active,,FALSE
MEID.616.202615.600,,Alternate Teacher,57,10004.20262,active,,FALSE
MEID.616.202615.600,,Alternate Teacher,57,10004.20262,active,,FALSE
IMED.800.202615.CC1,,Alternate Teacher,57,10008.20262,active,,FALSE
IMED.800.202615.CC1,,teacher,4,10008.20262,active,,FALSE
IMED.800.202615.CC1,,Alternate Teacher,57,10010.20262,active,,FALSE
IMED.800.202615.CC1,,teacher,4,10010.20262,active,,FALSE
MFCM.800.202615.CC1,,teacher,4,10016.20262,active,,FALSE
MFCM.800.202615.CC1,,teacher,4,10017.20262,active,,FALSE
MFCM.800.202615.CC3,,teacher,4,10027.20262,active,,FALSE
MFCM.800.202615.CC1,,teacher,4,10019.20262,active,,FALSE
MPED.800.202615.CC1,,Alternate Teacher,57,10020.20262,active,,FALSE
MPED.800.202615.CC1,,Alternate Teacher,57,10021.20262,active,,FALSE
MPED.800.202615.CC1,,teacher,4,10020.20262,active,,FALSE
MPED.800.202615.CC1,,teacher,4,10021.20262,active,,FALSE
MPED.800.202615.CC1,,Alternate Teacher,57,10020.20262,active,,FALSE
MPED.800.202615.CC1,,Alternate Teacher,57,10020.20262,active,,FALSE
MPSY.800.202615.CC1,,Alternate Teacher,57,10024.20262,active,,FALSE
MPED.800.202615.CC1,,teacher,4,10023.20262,active,,FALSE
MPSY.800.202615.CC1,,teacher,4,10024.20262,active,,FALSE
MPSY.800.202615.CC1,,Alternate Teacher,57,10024.20262,active,,FALSE
MPED.800.202615.CC1,,Alternate Teacher,57,10023.20262,active,,FALSE
MPSY.800.202615.CC1,,teacher,4,10025.20262,active,,FALSE
MPSY.800.202615.CC1,,Alternate Teacher,57,10025.20262,active,,FALSE
SURG.800.202615.CC1,,teacher,4,10011.20262,active,,FALSE
SURG.800.202615.CC1,,teacher,4,10012.20262,active,,FALSE
SURG.800.202615.CC1,,teacher,4,10014.20262,active,,FALSE
IMED.800.202615.CC2,,teacher,4,10036.20262,active,,FALSE
IMED.800.202615.CC2,,Alternate Teacher,57,10036.20262,active,,FALSE
IMED.800.202615.CC2,,teacher,4,10039.20262,active,,FALSE
IMED.800.202615.CC2,,Alternate Teacher,57,10039.20262,active,,FALSE
IMED.800.202615.CC2,,Alternate Teacher,57,10039.20262,active,,FALSE
IMED.800.202615.CC2,,teacher,4,10042.20262,active,,FALSE
IMED.800.202615.CC2,,Alternate Teacher,57,10042.20262,active,,FALSE
MFCM.800.202615.CC3,,teacher,4,10033.20262,active,,FALSE
MPED.800.202615.CC3,,teacher,4,10037.20262,active,,FALSE
MPED.800.202615.CC3,,Alternate Teacher,57,10035.20262,active,,FALSE
MPED.800.202615.CC3,,teacher,4,10035.20262,active,,FALSE
MPED.800.202615.CC3,,Alternate Teacher,57,10037.20262,active,,FALSE
MPED.800.202615.CC3,,Alternate Teacher,57,10035.20262,active,,FALSE
MPED.800.202615.CC3,,Alternate Teacher,57,10035.20262,active,,FALSE
MPSY.800.202615.CC1,,Alternate Teacher,57,10028.20262,active,,FALSE
MPSY.800.202615.CC1,,teacher,4,10028.20262,active,,FALSE
MPED.800.202615.CC3,,teacher,4,10040.20262,active,,FALSE
MPED.800.202615.CC3,,Alternate Teacher,57,10040.20262,active,,FALSE
MPSY.800.202615.CC3,,Alternate Teacher,57,10044.20262,active,,FALSE
MPSY.800.202615.CC3,,teacher,4,10044.20262,active,,FALSE
OBGY.800.202615.CC1,,Alternate Teacher,57,10029.20262,active,,FALSE
OBGY.800.202615.CC1,,teacher,4,10029.20262,active,,FALSE
OBGY.800.202615.CC1,,teacher,4,10034.20262,active,,FALSE
OBGY.800.202615.CC1,,teacher,4,10031.20262,active,,FALSE
MFCM.800.202615.CC2,,teacher,4,10052.20262,active,,FALSE
SURG.800.202615.CC2,,teacher,4,10043.20262,active,,FALSE
MFCM.800.202615.CC2,,teacher,4,10055.20262,active,,FALSE
MFCM.800.202615.CC2,,teacher,4,10053.20262,active,,FALSE
MPED.800.202615.CC2,,Alternate Teacher,57,10057.20262,active,,FALSE
MPED.800.202615.CC2,,teacher,4,10057.20262,active,,FALSE
MPED.800.202615.CC2,,Alternate Teacher,57,10056.20262,active,,FALSE
MPED.800.202615.CC2,,teacher,4,10056.20262,active,,FALSE
MPED.800.202615.CC2,,Alternate Teacher,57,10056.20262,active,,FALSE
MPED.800.202615.CC2,,Alternate Teacher,57,10056.20262,active,,FALSE
MPED.800.202615.CC2,,teacher,4,10059.20262,active,,FALSE
MPSY.800.202615.CC2,,teacher,4,10060.20262,active,,FALSE
MPSY.800.202615.CC2,,Alternate Teacher,57,10060.20262,active,,FALSE
MPSY.800.202615.CC2,,Alternate Teacher,57,10060.20262,active,,FALSE
MPSY.800.202615.CC2,,teacher,4,10061.20262,active,,FALSE
MPSY.800.202615.CC2,,Alternate Teacher,57,10061.20262,active,,FALSE
MPSY.800.202615.CC2,,Alternate Teacher,57,10063.20262,active,,FALSE
MPSY.800.202615.CC2,,teacher,4,10063.20262,active,,FALSE
MPSY.800.202615.CC3,,Alternate Teacher,57,10050.20262,active,,FALSE
MPSY.800.202615.CC3,,Alternate Teacher,57,10046.20262,active,,FALSE
MPSY.800.202615.CC3,,teacher,4,10046.20262,active,,FALSE
MPSY.800.202615.CC3,,Alternate Teacher,57,10050.20262,active,,FALSE
MPSY.800.202615.CC3,,teacher,4,10050.20262,active,,FALSE
OBGY.800.202615.CC2,,teacher,4,10064.20262,active,,FALSE
SURG.800.202615.CC2,,teacher,4,10045.20262,active,,FALSE
MFCM.800.202615.CC3,,teacher,4,10069.20262,active,,FALSE
SURG.800.202615.CC2,,teacher,4,10049.20262,active,,FALSE
MFCM.800.202615.CC4,,teacher,4,10076.20262,active,,FALSE
MFCM.800.202615.CC4,,teacher,4,10075.20262,active,,FALSE
MFCM.800.202615.CC4,,teacher,4,10078.20262,active,,FALSE
MPED.800.202615.CC4,,Alternate Teacher,57,10079.20262,active,,FALSE
MPED.800.202615.CC4,,teacher,4,10079.20262,active,,FALSE
MPED.800.202615.CC4,,Alternate Teacher,57,10079.20262,active,,FALSE
MPED.800.202615.CC4,,Alternate Teacher,57,10079.20262,active,,FALSE
MPED.800.202615.CC4,,teacher,4,10080.20262,active,,FALSE
MPED.800.202615.CC4,,Alternate Teacher,57,10080.20262,active,,FALSE
MPED.800.202615.CC4,,teacher,4,10082.20262,active,,FALSE
MPED.800.202615.CC4,,Alternate Teacher,57,10082.20262,active,,FALSE
MPSY.800.202615.CC4,,Alternate Teacher,57,10084.20262,active,,FALSE
MPSY.800.202615.CC4,,teacher,4,10084.20262,active,,FALSE
MPSY.800.202615.CC4,,teacher,4,10083.20262,active,,FALSE
MPSY.800.202615.CC4,,Alternate Teacher,57,10083.20262,active,,FALSE
MPSY.800.202615.CC4,,Alternate Teacher,57,10083.20262,active,,FALSE
OBGY.800.202615.CC2,,teacher,4,10067.20262,active,,FALSE
OBGY.800.202615.CC2,,teacher,4,10065.20262,active,,FALSE
OBGY.800.202615.CC3,,teacher,4,10071.20262,active,,FALSE
OBGY.800.202615.CC3,,teacher,4,10070.20262,active,,FALSE
MFCM.800.202615.30B,,teacher,4,10095.20262,active,,FALSE
OBGY.800.202615.CC3,,teacher,4,10073.20262,active,,FALSE
MPED.800.202615.30B,,teacher,4,10096.20262,active,,FALSE
MPSY.800.202615.30B,,teacher,4,10093.20262,active,,FALSE
MPSY.800.202615.30B,,Alternate Teacher,57,10093.20262,active,,FALSE
MRAD.800.202615.31D,,teacher,4,10091.20262,active,,FALSE
MRAD.800.202615.31D,,Alternate Teacher,57,10091.20262,active,,FALSE
MPSY.800.202615.CC4,,teacher,4,10086.20262,active,,FALSE
MPSY.800.202615.CC4,,Alternate Teacher,57,10086.20262,active,,FALSE
MRAD.800.202615.31R,,teacher,4,10092.20262,active,,FALSE
MRAD.800.202615.31R,,Alternate Teacher,57,10092.20262,active,,FALSE
OBGY.800.202615.30B,,teacher,4,10094.20262,active,,FALSE
OBGY.800.202615.30B,,Alternate Teacher,57,10094.20262,active,,FALSE
OBGY.800.202615.CC4,,teacher,4,10087.20262,active,,FALSE
OBGY.800.202615.CC4,,teacher,4,10088.20262,active,,FALSE
OBGY.800.202615.CC4,,teacher,4,10090.20262,active,,FALSE
SURG.800.202615.30B,,Alternate Teacher,57,10097.20262,active,,FALSE
SURG.800.202615.30B,,teacher,4,10097.20262,active,,FALSE
IMED.806.202615.30B,,Alternate Teacher,57,10104.20262,active,,FALSE
IMED.806.202615.30B,,Alternate Teacher,57,10104.20262,active,,FALSE
IMED.806.202615.30B,,Alternate Teacher,57,10104.20262,active,,FALSE
IMED.806.202615.30B,,Alternate Teacher,57,10104.20262,active,,FALSE
IMED.806.202615.30B,,teacher,4,10104.20262,active,,FALSE
EMED.800.202615.30B,,Alternate Teacher,57,10099.20262,active,,FALSE
EMED.800.202615.30B,,teacher,4,10099.20262,active,,FALSE
EMED.800.202615.30D,,teacher,4,10126.20262,active,,FALSE
EMED.800.202615.30D,,Alternate Teacher,57,10126.20262,active,,FALSE
EMED.800.202615.30H,,Alternate Teacher,57,10140.20262,active,,FALSE
EMED.800.202615.30H,,teacher,4,10140.20262,active,,FALSE
EMED.800.202615.30R,,teacher,4,10133.20262,active,,FALSE
EMED.800.202615.30R,,Alternate Teacher,57,10133.20262,active,,FALSE
EMED.800.202615.30T,,teacher,4,10218.20262,active,,FALSE
EMED.800.202615.30T,,Alternate Teacher,57,10218.20262,active,,FALSE
EMED.805.202615.30H,,teacher,4,10146.20262,active,,FALSE
EMED.804.202615.310,,teacher,4,10371.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
IMED.882.202615.30T,,teacher,4,10249.20262,active,,FALSE
MEID.620.202615.30B,,teacher,4,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MEID.620.202615.30B,,Alternate Teacher,57,10380.20262,active,,FALSE
MHUM.603.202615.654,,teacher,4,10382.20262,active,,FALSE
MHUM.602.202615.652,,teacher,4,10381.20262,active,,FALSE
MHUM.602.202615.652,,Alternate Teacher,57,10381.20262,active,,FALSE
MHUM.603.202615.654,,Alternate Teacher,57,10382.20262,active,,FALSE
MPSY.811.202615.30T,,teacher,4,10306.20262,active,,FALSE
MRAD.802.202615.30B,,Alternate Teacher,57,10117.20262,active,,FALSE
MRAD.802.202615.30B,,teacher,4,10117.20262,active,,FALSE
MEID.608.202615.30E,,Alternate Teacher,57,10396.20262,active,,FALSE
MEID.608.202615.30E,,Alternate Teacher,57,10396.20262,active,,FALSE
MEID.608.202615.30E,,Alternate Teacher,57,10396.20262,active,,FALSE
IMED.800.202615.31B,,teacher,4,10400.20262,active,,FALSE
MEID.608.202615.30E,,Alternate Teacher,57,10396.20262,active,,FALSE
IMED.800.202615.31B,,Alternate Teacher,57,10400.20262,active,,FALSE
MEID.608.202615.30E,,Alternate Teacher,57,10396.20262,active,,FALSE
MEID.609.202615.30E,,Alternate Teacher,57,10397.20262,active,,FALSE
MEID.609.202615.30E,,teacher,4,10397.20262,active,,FALSE
MEID.609.202615.30E,,Alternate Teacher,57,10397.20262,active,,FALSE
MEID.609.202615.30E,,Alternate Teacher,57,10397.20262,active,,FALSE
MEID.616.202615.30E,,Alternate Teacher,57,10398.20262,active,,FALSE
MEID.616.202615.30E,,Alternate Teacher,57,10398.20262,active,,FALSE
MEID.616.202615.30E,,Alternate Teacher,57,10398.20262,active,,FALSE
MEID.616.202615.30E,,teacher,4,10398.20262,active,,FALSE
MEID.616.202615.30E,,Alternate Teacher,57,10398.20262,active,,FALSE
MEID.616.202615.30E,,Alternate Teacher,57,10398.20262,active,,FALSE
MEID.609.202615.30E,,Alternate Teacher,57,10397.20262,active,,FALSE
MEID.609.202615.30E,,Alternate Teacher,57,10397.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.620.202615.30E,,Alternate Teacher,57,10393.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,teacher,4,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.620.202615.30E,,Alternate Teacher,57,10393.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.618.202615.31B,,Alternate Teacher,57,10403.20262,active,,FALSE
MEID.750.202615.30R,,teacher,4,10391.20262,active,,FALSE
MEID.691.202615.600,,Alternate Teacher,57,10401.20262,active,,FALSE
MEID.691.202615.600,,teacher,4,10401.20262,active,,FALSE
MHUM.601.202615.650,,teacher,4,10384.20262,active,,FALSE
MHUM.604.202615.656,,teacher,4,10383.20262,active,,FALSE
MHUM.601.202615.650,,Alternate Teacher,57,10384.20262,active,,FALSE
MHUM.604.202615.656,,Alternate Teacher,57,10383.20262,active,,FALSE
IMED.800.202615.CC1,,teacher,4,10457.20262,active,,FALSE
IMED.800.202615.CC1,,Alternate Teacher,57,10457.20262,active,,FALSE
IMED.800.202615.CC2,,Alternate Teacher,57,10456.20262,active,,FALSE
IMED.800.202615.CC1,,Alternate Teacher,57,10457.20262,active,,FALSE
IMED.800.202615.CC2,,Alternate Teacher,57,10456.20262,active,,FALSE
IMED.800.202615.CC2,,Alternate Teacher,57,10456.20262,active,,FALSE
IMED.800.202615.CC1,,Alternate Teacher,57,10457.20262,active,,FALSE
IMED.800.202615.CC2,,teacher,4,10456.20262,active,,FALSE
MEID.618.202615.30E,,Alternate Teacher,57,10404.20262,active,,FALSE
MEID.618.202615.30E,,Alternate Teacher,57,10404.20262,active,,FALSE
MEID.618.202615.30E,,Alternate Teacher,57,10404.20262,active,,FALSE
MEID.618.202615.30E,,Alternate Teacher,57,10404.20262,active,,FALSE
MEID.618.202615.30E,,teacher,4,10404.20262,active,,FALSE
MEID.618.202615.30E,,Alternate Teacher,57,10404.20262,active,,FALSE
MEID.618.202615.30E,,Alternate Teacher,57,10404.20262,active,,FALSE
MEID.685.202615.650,,teacher,4,10428.20262,active,,FALSE
MEID.685.202615.30B,,teacher,4,10458.20262,active,,FALSE
MEID.750.202615.31R,,teacher,4,10440.20262,active,,FALSE
MEID.751.202615.30R,,teacher,4,10439.20262,active,,FALSE
MPED.800.202615.CC2,,Alternate Teacher,57,10435.20262,active,,FALSE
MPED.800.202615.CC1,,teacher,4,10434.20262,active,,FALSE
MPED.800.202615.CC2,,teacher,4,10435.20262,active,,FALSE
MPED.800.202615.CC4,,teacher,4,10437.20262,active,,FALSE
MPED.800.202615.CC3,,Alternate Teacher,57,10436.20262,active,,FALSE
MPED.800.202615.CC3,,teacher,4,10436.20262,active,,FALSE
MPED.800.202615.CC4,,Alternate Teacher,57,10437.20262,active,,FALSE
MEID.685.202615.30D,,Alternate Teacher,57,10461.20262,active,,FALSE
MEID.685.202615.30D,,teacher,4,10461.20262,active,,FALSE
MRAD.816.202615.30T,,teacher,4,10413.20262,active,,FALSE
MEID.685.202615.30H,,teacher,4,10460.20262,active,,FALSE
MEID.685.202615.30R,,teacher,4,10462.20262,active,,FALSE
MEID.685.202615.30T,,teacher,4,10459.20262,active,,FALSE
MFCM.800.202615.CC1,,Alternate Teacher,57,10463.20262,active,,FALSE
MFCM.800.202615.CC1,,teacher,4,10463.20262,active,,FALSE
MFCM.800.202615.CC2,,teacher,4,10464.20262,active,,FALSE
MFCM.800.202615.CC2,,Alternate Teacher,57,10464.20262,active,,FALSE
MFCM.800.202615.CC3,,Alternate Teacher,57,10465.20262,active,,FALSE
MFCM.800.202615.CC3,,teacher,4,10465.20262,active,,FALSE
MFCM.800.202615.CC4,,Alternate Teacher,57,10466.20262,active,,FALSE
MPSY.800.202615.CC1,,teacher,4,10467.20262,active,,FALSE
MFCM.800.202615.CC4,,teacher,4,10466.20262,active,,FALSE
MPSY.800.202615.CC1,,Alternate Teacher,57,10467.20262,active,,FALSE
MPSY.800.202615.CC2,,teacher,4,10468.20262,active,,FALSE
MPSY.800.202615.CC2,,Alternate Teacher,57,10468.20262,active,,FALSE
MPSY.800.202615.CC3,,Alternate Teacher,57,10469.20262,active,,FALSE
MPSY.800.202615.CC3,,teacher,4,10469.20262,active,,FALSE
MPSY.800.202615.CC3,,Alternate Teacher,57,10469.20262,active,,FALSE
MPSY.800.202615.CC4,,Alternate Teacher,57,10470.20262,active,,FALSE
MPSY.800.202615.CC4,,teacher,4,10470.20262,active,,FALSE
OBGY.800.202615.CC1,,Alternate Teacher,57,10471.20262,active,,FALSE
OBGY.800.202615.CC1,,teacher,4,10471.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10477.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10477.20262,active,,FALSE
OBGY.800.202615.CC2,,teacher,4,10472.20262,active,,FALSE
OBGY.800.202615.CC2,,Alternate Teacher,57,10472.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10477.20262,active,,FALSE
MEID.821.202615.CC1,,teacher,4,10477.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10477.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10477.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10477.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10478.20262,active,,FALSE
MEID.821.202615.CC1,,teacher,4,10478.20262,active,,FALSE
MEID.821.202615.CC1,,teacher,4,10479.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10479.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10478.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10478.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10479.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10479.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10478.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10479.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10478.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10478.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10478.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10478.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10481.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10481.20262,active,,FALSE
MEID.821.202615.CC1,,teacher,4,10481.20262,active,,FALSE
MEID.821.202615.30T,,teacher,4,10480.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10481.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10481.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10481.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10481.20262,active,,FALSE
MEID.821.202615.CC1,,Alternate Teacher,57,10481.20262,active,,FALSE
MEID.823.202615.30B,,Alternate Teacher,57,10487.20262,active,,FALSE
